,txt_id,text,tags
62,20130604child,"В Ульяновске задержаны трое жителей Краснодарского края , подозреваемые в попытке продать годовалого ребенка . Об этом 4 июня сообщается на сайте Следственного комитета РФ . По версии следствия , матерью ребенка являлась одна из задержанных . Она вместе с двумя своими знакомыми предложила некоей жительнице Ульяновска купить ребенка за 1 миллион 200 тысяч рублей . 30 мая покупательница для вида согласилась на сделку , но на самом деле обратилась в полицию . 31 мая при осуществлении сделки подозреваемых задержали . Вскоре было установлено , что к преступлению причастен еще один человек . Его разыскивают в Краснодарском крае . Фигурантам дела предъявлены обвинения по статьям УК РФ 30 , 127 . 1 часть 3 пункт « в »  ( покушение на куплю-продажу человека , в отношении несовершеннолетнего , находящегося в беспомощном состоянии , совершенное организованной группой ) . ",O LOC O OFF OFF OFF OFF O O O O CRI CRI CRI O O O DAT DAT O O O O O O O O O O O O O O O O O O O O O O O O O O O LOC O O O O O O O O O DAT DAT O O O O O O O O O O O O O O O DAT DAT O O O OFF O O O O O O O O O O O O O O O O O LOC LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
63,20130605duma,"На Международном банковском конгрессе в Санкт-Петербурге украден портфель помощника председателя комитета по энергетике Госдумы РФ Михаила Курячева . Об этом 5 июня сообщает издание « Фонтанка . ру » . Преступление было совершено примерно в 20 часов 4 июня . Курячев оставил портфель со служебными документами и айпадом у входа на вторую сцену Мариинского театра . Когда он вернулся , портфеля на месте не было . Полицейским удалось найти свидетелей , которые описали внешность вора . Это мужчина в черной футболке и черных шортах . Его разыскивают . XXII Международный банковский конгресс проходит в Петербурге 4-7 июня . Тема мероприятия — « Финансовая устойчивость: микро- и макроаспекты » . 4 июня участники конгресса побывали на экскурсии в Кронштадте , затем в Юсуповском дворце , а в 20 часов прибыли в Мариинский театр на гала-концерт солистов оперы и балета . ",O LOC LOC LOC O LOC CRI CRI O O O O O O O SUF SUF O O O DAT DAT O O O O O O O O O O O O O O O DAT DAT O SUF O O O O O O O O O O O O LOC LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O LOC LOC O O O O O O O
64,20130505oldman,"Житель поселка Лебединое в Челябинской области расстрелял семью брата , а затем попытался покончить с собой , сообщает в воскресенье пресс-служба ГУ МВД России по региону . В ночь на воскресенье пенсионер по инвалидности 1948 года рождения в пьяном виде пришел к брату , с которым у него давно сложились неприязненные отношения . В ходе очередной ссоры мужчина выстрелил в брата , его жену , их дочь , а также в своего зятя . Затем он выстрелил себе в грудь , рассказали в полиции . Брат 1953 года рождения , его жена 1957 года рождения и зять 1981 года рождения скончались на месте , а сам стрелявший и его племянница 1981 года рождения доставлены в больницу . Пенсионер использовал собственное охотничье нарезное оружие калибра 7 , 62 миллиметра , добавили в полиции . Как следует из сообщения пресс-службы , процессуальное решение по факту тройного убийства пока не принято . ",OFF OFF LOC O LOC LOC CRI SUF SUF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O SUF O O O O O O O O O O O O O O OFF O O SUF O O SUF O O SUF O O O O O SUF O O O O O O O O O O O O SUF O O O O O SUF O O O O O SUF O O O O O O O O O O O O SUF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O CRI CRI O O O 
65,20131108shanxi,"Подозреваемый в организации взрывов у здания комитета коммунистической партии провинции Шаньси в городе Тайюань задержан , передает в пятницу , 8 ноября , агентство Associated Press . Как сообщили местные власти , 41-летний Фэн Чжицзюнь уже признался в подготовке серии взрывов . Выяснилось , что мужчина ранее был приговорен к девяти годам заключения за кражу . В квартире у Фэна Чжицзюня нашли компоненты взрывных устройств и другие доказательства причастности к терактам . О возможных мотивах задержанного ничего не сообщается . Взрывы в Тайюане произошли 6 ноября около 7:40 утра по местному времени ( 3:40 по Москве ) . В результате терактов один человек погиб и восемь получили ранения , причем один ранен тяжело . По словам очевидцев , они слышали не менее семи взрывов . Взрывные устройства были начинены поражающими элементами и несколько из них находились в клумбах . ",O O O O O O O O O O LOC O O LOC O O O O O O DAT DAT O O O O O O O O O O O OFF OFF O O O O O O O O O O O O O O O O O O O O O O O O OFF OFF O O O O O O O O O O O O O O O O O O O O O LOC O DAT DAT O O O O O O O O O O O O O O CRI O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
66,20140109koran,"Начальник московского ГУ МВД Анатолий Якунин распорядился создать специальную оперативную группу для расследования сожжения Корана . Об этом 9 января сообщает РИА Новости . Опергруппе поручено в кратчайшие сроки разыскать организаторов акции , видеозапись которой была размещена в интернете 5 января . На записи видно , как фанаты футбольного клуба ЦСКА сначала сжигают Коран , а затем требуют от пассажира метро неславянской внешности отречься от Аллаха . О возбуждении уголовного дела в отношении авторов ролика пока не сообщается . Неизвестно , какие обвинения будут им предъявлены . В интернете можно найти большое количество роликов , на которых сжигают Коран или призывают его сжигать . ВКонтакте этому виду протеста посвящена специальная группа . Священными в исламе считаются только экземпляры Корана на арабском языке . Переводы книги не считаются собственно Кораном . ",O O O O O O O O O O O O O CRI CRI O O O DAT DAT O O O O O O O O O O O O O O O O O O O DAT DAT O O O O O O OFF OFF OFF OFF O CRI CRI O O O O O SUF SUF SUF SUF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O CRI CRI O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
67,20130306zamprefect,"Двое заместителей префекта Южного административного округа Москвы задержаны по подозрению в мошенничестве на сумму 5 миллионов рублей . Об этом сообщается на сайте МВД России . Заместители префекта Наталья Баташова и Владимир Гилев , а также генеральный директор ООО « Группа компаний ’Здоровая нация’ » Максим Громов подозреваются в том , что потребовали деньги у директора коммерческой фирмы , заключившей контракт на обустройство детских спортивных площадок ЮАО Москвы . Чиновников задержали с поличным в ходе « оперативного эксперимента » . На момент написания новости имена Баташовой и Гилева удалены из списка заместителей префекта ЮАО на сайте правительства Москвы . Однако их упоминания сохранились в копии , доступной через кэш « Яндекса » . По инциденту возбуждено уголовное дело о мошенничестве ( статья 159 УК РФ ) . Материалы дела переданы в Следственный комитет МВД РФ . ",OFF OFF OFF LOC LOC LOC LOC O O O O CRI O O O O O O O O O O O O O O O O OFF OFF O OFF OFF O O O O O O O O O O O O OFF OFF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O OFF O OFF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O CRI O O O O O O O O O O O O O O O O
68,20130402suspect,"В Таджикистане декана факультета иностранных языков Худжандского госуниверситета , профессора М . Зикрияеву заподозрили в содержании притона и сводничестве . Эту информацию распространила « Авеста » . По утверждению ресурса , который ссылается на « информированный источник в правоохранительном ведомстве Согдийской области » , в отношении Зикрияевой возбуждено уголовное дело по соответствующей статье Уголовного кодекса республики . Она помещена под подписку о невыезде . Источник « Авесты » утверждает , что следователи уже собрали доказательства вины декана и передали дело в суд . Подробности этого дела неизвестны ( нет , в частности , информации о том , причастны ли к этому другие представители вуза ) . По словам источника , детали будут обнародованы лишь после приговора суда . Подтверждения или опровержения информации о данном уголовном деле из других источников пока не поступало . ",O LOC O O O O O O O O OFF O OFF O O CRI CRI O CRI O O O O O O O O O O O O O O O O O O O O O LOC LOC O O O O OFF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
69,20140904vnukovonobomb,"Сообщение о заложенном устройстве в аэропорту Внуково оказалось ложным , сообщает « Интерфакс » . Терминалы аэропорта обследовали сотрудники транспортной полиции и кинологи с собаками , однако предметов , схожих со взрывными устройствами обнаружено не было . Ранее стало известно , что после анонимного сообщения о бомбе в аэропорту была объявлена частичная эвакуация . Ложные сообщения о « минировании » аэропортов поступают нередко . Так , 13 августа , водитель такси из Красноярска сообщил в полицию о якобы заложенной бомбе в аэропорту Емельяново . Свой поступок 21-летний правонарушитель объяснил тем , что повздорил с таксистами , работавшими у здания аэровокзала , и таким образом хотел навредить им . Несколькими днями позже , 24 августа , поступил телефонный звонок о взрывном устройстве в аэропорту Ростова-на-Дону . Информация также оказалась ложной , звонившего разыскивает полиция . ",O O O O O LOC LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O DAT DAT O OFF OFF O LOC O O O O O O CRI O LOC LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O DAT DAT O O O O O O O LOC LOC O O O O O O O O O O O
70,20130409texas,"В колледже Lone Star в городе Сайпресс , штат Техас , два человека , вооруженных ножами , совершили нападение на студентов учебного заведения . Об этом сообщает Fox News . В результате инцидента , по данным полиции , ранения получили 14 человек , 12 из ним потребовалась госпитализация . Некоторые из раненых , отмечает Fox News , находятся в критическом состоянии . В полиции сообщили о задержании одного из предполагаемых преступников ; его сообщник в настоящее время продолжает оставаться на свободе . Администрация колледжа через официальный сайт призвала всех учащихся и преподавателей по возможности укрыться в безопасном месте . В январе 2013 года в другом техасском колледже , входящем в систему Lone Star , 22-летний Карлтон Берри открыл стрельбу , в результате которой получили ранения два человека . Позже Берри были предъявлены обвинения в нападении при отягчающих обстоятельствах . ",O LOC LOC LOC O O LOC O LOC LOC O OFF OFF O O O O O O O SUF O O O O O O O O O O O O O O O O O O O SUF SUF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O DAT DAT DAT O O LOC LOC O O O O LOC LOC O O OFF OF O CRI O O O O O O SUF SUF O O OFF O O O O O O O O O
71,20130602slavedriver,"В Москве задержали гражданина Узбекистана , разыскиваемого на родине за работорговлю , сообщает РИА Новости со ссылкой на источник в правоохранительных органах . Мужчину задержали на улице Генерала Кузнецова в Жулебино в ночь на 1 июня , спустя два дня после его объявления в федеральный розыск . Полицейские уже сообщили об этом коллегам из Узбекистана . По данным портала Lifenews , подозреваемого зовут Кахромон Одинаев , в ближайшее время его планируют экстрадировать на родину . Факт задержания агентству подтвердили в столичном управлении МВД . При этом подробности о подозреваемом и вменяемых ему преступлениях в полиции не сообщили . В Москве неоднократно задерживали мигрантов по подозрению в работорговле . В частности , в мае 2012 года у кинотеатра « Ашхабад » задержали выходца из Узбекистана и уроженку Киргизии , пытавшихся продать свою новорожденную дочь за 150 тысяч рублей . ",O LOC O OFF OFF O O O O O CRI O O O O O O O O O O O O OFF O O LOC LOC LOC O LOC O O O DAT DAT O O O O O O O O O O O O O O O O O O O O O O O O O O O OFF OFF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O LOC O O O O O O CRI O O O O O DAT DAT DAT O O O LOC O O O O O O O O O O O O O O O O O O O
72,20130408kill,"В ходе контртеррористической операции в селении Далаково Назрановского района Ингушетии погиб командир роты спецназа внутренних войск МВД РФ . Об этом 8 апреля сообщает РИА Новости со ссылкой на источник в силовых структурах . По словам собеседника агентства , в настоящее время операция продолжается . Агентству « Интерфакс » в пресс-службе республиканского управления ФСБ сообщили , что один боевик засел в подвале и отстреливается . Ранее сообщалось , что в ходе КТО в Далаково были уничтожены три боевика . Сейчас источник РИА Новостей уточнил , что двое боевиков были убиты по одному адресу , а один — по другому . Командира роты убили по второму адресу . По информации Национального антитеррористического комитета , двое ликвидированных боевиков — братья Оздоевы , которых считают организаторами теракта на посту ДПС в октябре 2012 года . В результате взрыва погибли трое полицейских . ",O O O O O LOC LOC LOC LOC LOC O SUF SUF SUF O O O O O O O DAT DAT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O LOC O O O OFF O O O O O O O O O OFF O O O O O O O O O O O O SUF SUF O O O O O O O O O O O O O OFF O O OFF O O O O O O O O O DAT DAT DAT O O O O O O O O
73,20140108noblast,"Правоохранительные органы Ставропольского края опровергли информацию о взрыве в пригородном электропоезде в Ессентуках .  « Вероятнее всего , это слухи » , — заявили агентству « Интерфакс » в силовых структурах региона . Представитель главного управления МВД по Ставропольскому краю сообщил РИА Новости , что полиция совместно с МЧС проверила оперативную информацию о происшествиях на железной дороге и никаких данных о взрыве не обнаружила . В следственном управлении СК РФ по Ессентукам не смогли подтвердить информацию о взрыве . В пресс-службе Северо-Кавказской железной дороги предположили , что речь идет о « недобросовестной работе некоторых журналистов » . Ранее о взрыве , произошедшем в электричке в Ессентуках , сообщил « Интерфакс » со ссылкой на источник , близкий к правоохранительным органам Ставропольского края . Никаких сведений об обстоятельствах инцидента при этом не поступало . ",O O LOC LOC O O O O O O O O LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O LOC O O O O O O O O O O O O O O LOC LOC O O O O O O O O O O O
74,20131105hundred,"Сотрудники ФСКН изъяли около 100 килограммов героина в ходе спецоперации в Москве , сообщает 5 ноября ИТАР-ТАСС со ссылкой на главу ведомства Виктора Иванова . « Нами реализована очередная операция по пресечению поставки героина в московский регион » , — цитирует Иванова агентство . По словам руководителя Госнаркоконтроля , оценка объемов изъятого наркотика является предварительной , так как обыски в возможных местах хранения героина еще продолжаются . Других подробностей об операции не сообщается . 4 октября стало известно , что ФСКН совместно с наркополицейскими из стран-членов ОДКБ изъяла 12 тонн наркотиков в ходе операции « Канал-Кавказ » . Летом Госнаркоконтроль отчитался о нескольких крупных операциях в Подмосковье: в июле там было изъято 150 килограммов афганского героина , а в конце августа — 13 тонн « грязного » мака , которого хватило бы на изготовление полумиллиона доз . ",O O O O O O O O O O O LOC O O DAT DAT O O O O O O O O O O O O O O O O CRI CRI O LOC LOC O O O O O O O O O O O O O O O O O O O O O O O O O O CRI O O O O O O O O O O DAT DAT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O LOC O DAT O O O O O O O O O O O DAT O O O O O O O O O O O O O O O O O
75,20141204british_suspected_rapist,"Австрийская полиция задержала британского солдата по подозрению в изнасиловании шестилетней девочки в федеральной земле Тироль , сообщает Heute . Как передает Reuters , его задержали 29 ноября около дома предполагаемой жертвы . Подозреваемый помещен в следственный изолятор , где он пробудет , по меньшей мере , две недели . Солдату может грозить до 15 лет тюрьмы . Прокуратура уже поставила об этом в известность британское консульство . Пресс-секретарь британской армии отказался комментировать произошедшее , сославшись на то , что это дело находится в компетенции австрийских властей . Седьмой парашютный полк Королевской конной артиллерии , в котором служит подозреваемый , находился на военных учениях в Альпах . По информации австрийского издания , солдат проник в дом через окно и зашел в детскую . Отец девочки проснулся и , обнаружив в ее комнате нарушителя , задержал его и вызвал полицию . ",O O O OFF OFF O O O CRI O O O O O LOC O O O O O O O O O O DAT DAT O O O O O O O O O O O O O O O O O O O O O O OFF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
76,20130408lift,"В Москве возбуждено уголовное дело по факту смерти девочки-подростка в шахте лифта . Об этом 8 апреля сообщается на сайте Следственного комитета РФ . Дело возбудили по пункту « в » второй части 238-й статьи УК РФ ( выполнение работ или оказание услуг , не отвечающих требованиям безопасности , повлекшее по неосторожности смерть человека ) . Подозреваемых в деле пока не появилось . По информации следствия , 7 апреля 14-летние девочка и мальчик застряли в грузовом лифте одного из домов на Рублевском шоссе . Кабина находилась между 12 и 13 этажами . Подростки связались с диспетчером , им пообещали прислать аварийную бригаду . Однако затем мальчик и девочка решили , не дожидаясь рабочих , самостоятельно покинуть лифт . Издание Life News уточняет , что подросткам помогла подруга , находившаяся снаружи: она отжала дверь . Девочка начала первой спускаться вниз по шахте , сорвалась вниз и погибла . ",O LOC O O O O O O SUF O O O O O O DAT DAT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O CRI CRI O O O O O O O O O O O O O DAT DAT SUF SUF O SUF O O O O O O O O LOC LOC O O O O O O O O O SUF O O O O O O O O O O O O SUF O SUF O O O O O O O O O O O O O O O O SUF O O O O O O O O O SUF O O O O O O O O O O O O
77,20130901jiemin,"Глава Комитета по контролю и управлению государственным имуществом при Государственном совете КНР попал под следствие , сообщает в воскресенье , 1 сентября , агентство « Синьхуа » со ссылкой на источник в Центральной комиссии КПК по проверке дисциплины . 59-летний Цзян Цземинь ( Jiang Jiemin ) подозревается в « серьезных дисциплинарных нарушениях » , однако в чем они состоят , пока не разъясняется . Цземинь занял пост главы ведомства в марте 2013 года , а до того был гендиректором Китайской национальной нефтяной компании . Связано ли расследование с его нынешним или прежним местом работы , также неизвестно . Центральная комиссия КПК по проверке дисциплины была создана в 1978 году для борьбы с коррупцией и злоупотреблениями в рядах китайской компартии . Как отмечает агентство Reuters , расследование в отношении Цземиня может быть частью антикоррупционной кампании , начатой китайским руководством . ",O O O O O O O O O O O O O O O O O O O O DAT DAT O O O O O O O O O O O O O O O O O O OFF OFF O OFF OFF O O O O O CRI CRI O O O O O O O O O O O O OFF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O OFF O O O O O O O O O O
78,20161009policedtp,"Пять человек погибли , множество получили травмы в результате ДТП в американском штате Вермонт . Об этом сообщает в воскресенье , 9 октября , Burlington Free Press . По информации издания , серия аварий произошла вечером 8 октября на федеральной трассе номер 85 . Первоначально водитель пикапа Toyota Tundra столкнулся на шоссе с автомобилем Volkswagen Jetta , машина виновника ДТП при этом загорелась . Пока прибывшие патрульные доставали людей из Volkswagen , мужчина сел за руль полицейского автомобиля и попытался скрыться с места происшествия . Стражи порядка организовали погоню , во время которой злоумышленник на высокой скорости врезался еще в семь машин . В конце концов полицейским удалось остановить мужчину . Водителем Toyota оказался 36-летний местный житель Стивен Боургойн . Его доставили в больницу с незначительными травмами . Полиция в настоящее время устанавливает личности пострадавших . ",SUF SUF O O O O O O O O O O O LOC O O O O O O O DAT DAT O O O O O O O O O O O O O DAT DAT O LOC LOC LOC LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O OFF O O O O O O O O O O O O O O O OFF O O O O O O O OFF OFF O O O O O O O O O O O O O O O O O
79,20131004gazprom,"Жителя Тюмени приговорили к четырем годам условного срока за хищение акций ОАО « Газпром » . Об этом 4 октября сообщается на сайте областной прокуратуры . 28-летний Александр Дробышев признан виновным по 158-й статье УК РФ ( кража ) . Суд учел раскаяние обвиняемого , а также мнение потерпевшего , который не настаивал на лишении Дробышева свободы . Установлено , что до августа 2008 года Дробышев работал в ООО « Финам-Тюмень » , где изучил порядок совершения сделок на фондовом рынке . В 2010 году , приехав по делам в город Грозный , он по паролю ООО « Финам-Тюмень » подключился к серверу ЗАО « ФИНАМ » . Используя сведения брокерского счета одного из клиентов « ФИНАМ » , он от его имени выставил на продажу 50 тысяч акций « Газпрома » . В тот же день акции были куплены за 7 , 7 миллиона рублей . Потерпевший обнаружил пропажу акций месяц спустя . Установить личность преступника удалось после просмотра журнала подключений . ",O LOC O O O O O O O CRI CRI O O O O O O O DAT DAT O O O O O O O OFF OFF O O O O O O O O CRI O O O O O O O O O O O O O O O O O OFF O O O O O O DAT DAT OFF O O O O O O O O O O O O O O O O O DAT DAT O O O O O O LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
80,20161009police,"Два сотрудника полиции погибли в американском городе Палм-Спрингс ( штат Калифорния ) , пытаясь уладить семейную ссору , еще один получил ранения и был доставлен в больницу . Об этом сообщает Fox News в воскресенье , 9 октября . Инцидент произошел 8 октября в спальном районе города . В полицию позвонила женщина и заявила , что ее сын ведет себя буйно и нарушает спокойствие в доме . Прибывшие по вызову сотрудники правопорядка попробовали поговорить с мужчиной , но он внезапно начал по ним стрелять . На место происшествия был направлен отряд полицейского спецназа , дом оцепили , а стрелявшего в итоге задержали . Соседи отмечают , что мужчина раньше был судим и отбывал наказание в тюрьме , но после освобождения вел себя вежливо и вполне дружелюбно . Погибшие полицейские — 27-летняя Лесли Зеребни ( Lesley Zerebny ) , мать четырехмесячной дочери , и 63-летний Гил Вега ( Gil Vega ) , у которого остался восьмилетний сын . ",O O O O O LOC LOC LOC O LOC LOC O O O O O O O O O O O O O O O O O O O O O O O O O DAT DAT O O O DAT DAT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O OFF O O O O O O O CRI O O O O O O O O O O O O O O O O O O O O O O O OFF O O O O O O O O O O O O O O O O O O O O O O O SUF SUF O SUF SUF O O O O O O O O SUF SUF O SUF SUF O O O O O O O O
81,20130609robbery,"Три миллиона рублей и золотые украшения похищены из квартиры на западе Москвы в субботу , 8 июня , сообщает РИА Новости со ссылкой на пресс-службу ГУ МВД РФ по городу . В квартиру на третьем этаже в одном из домов на улице Багрицкого вор проник через балкон , забравшись на него по встроенной металлической лестнице . Отжав балконную дверь , он украл из квартиры золотые украшения и три миллиона рублей . С места преступления вору удалось скрыться . Стоимость похищенных украшений в ГУ МВД РФ по Москве не уточнили . Еще одна крупная кража была совершена 8 июня на юге Москвы в Россошанском проезде . Воры проникли в квартиру взломав дверные замки , вскрыли металлический сейф , забрав оттуда 1 , 6 миллиона рублей и 10 тысяч долларов . Задержать воров пока также не удалось . По факту обоих преступлений возбуждены уголовные дела по статье « Кража » , ведется розыск преступников , заявили представители ГУ МВД РФ по Москве . ",O O O O O O O O O O LOC LOC O O O DAT DAT O O O O O O O O O O O O O O O O O O O O O O O O LOC LOC OFF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O OFF O O O O O O O O O O O O O O O O O O CRI O O DAT DAT O LOC LOC O LOC LOC O OFF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O CRI O O O O O O O O O O O O O O 
82,20150401killed_son,"В Майами застрелен сын канадского генконсула Роксаны Дюбе ( Roxanne Dube ) — 17-летний Жан Вабафьебазу ( Jean Wabafiyebazu ) . Об этом сообщает The Miami Herald . В полиции полагают , что убийство произошло в ходе криминальной разборки , связанной с торговлей наркотиками . У правоохранительных органов пока нет данных о том , кто мог выстрелить в Вабафьебазу . Кроме того , полицейские , прибывшие на место происшествия , арестовали еще одного сына генконсула — 15-летнего Марка Вабафьебазу . По информации издания , он подозревается в убийстве , подробности не приводятся . The Miami Herald со ссылкой на свой источник пишет , что сыновья Дюбе подъехали к месту , где должна была пройти сделка , на черном BMW с дипломатическими номерами . Молодые люди были вооружены . Источник заявил , что речь шла о продаже наркотиков на сумму в пять тысяч долларов . Расследованием произошедшего занимаются американские и канадские следователи . ",O LOC O O O O O O O O O O O O SUF SUF O SUF SUF O O O O O O O O O O O O O O CRI O O O O O O O O O O O O O O O O O O O O O O O O SUF O O O O O O O O O O O O O O O O O O OFF OFF O O O O O O O O CRI O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
83,20140303granata,"В Улан-Удэ возбуждено уголовное дело по факту взрыва сувенирной гранаты . Об этом 3 марта сообщается на сайте МВД Бурятии . 1 марта жительница Усть-Илимска Иркутской области купила в одном из магазинов Улан-Удэ сувенирную « Ф-1 » в подарок мужу . Когда покупательница села в машину , запал гранаты взорвался . Женщина была доставлена в городскую клиническую больницу скорой медицинской помощи . По информации газеты « Комсомольская правда » , она получила травму руки и другие осколочные ранения . Уголовное дело возбуждено по 222-й статье УК РФ ( незаконные приобретение , передача , сбыт , хранение , перевозка или ношение оружия , его основных частей , боеприпасов , взрывчатых веществ и взрывных устройств ) . Полицейские выяснили , что граната поступила в магазин из Ижевска . Продавцы заявили , что заказывали товар с пометкой « сувенирный » . Сколько подобных гранат было поставлено в магазин и изъяты ли они из продажи , не уточняется . ",O LOC O O O O O CRI CRI CRI O O O DAT DAT O O O O O O DAT DAT SUF SUF LOC LOC O O O O O LOC O O O O O O O O O SUF O O O O O O O O SUF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
84,20130206chef,"Высший суд Глазго вынес приговор повару , который убил свою подругу , отказавшуюся ужинать . Убийца получил пожизненное заключение . Об этом сообщает BBC News . Как рассказал сам повар Питер Камминг в признательных показаниях , в день убийства он и его подруга Линда Браун пригласили на ужин двух друзей . Когда пара вернулась из похода за продуктами , женщина сказала , что не голодна и поэтому не будет есть . Отказ разъярил повара , и он ударил подругу несколько раз ножом в спину . Браун упала , но успела позвонить в службу спасения , прежде чем Камминг нанес ей смертельный удар в шею , перебив артерию . Полиция прибыла на место происшествия через восемь минут после звонка . Вынесший пожизненный приговор судья мотивировал свое решение тем , что 63-летняя Браун была полностью беззащитна , а повод для убийства был надуманным . По решению суда 58-летний Питер Камминг сможет рассчитывать на помилование в лучшем случае через 14 лет . ",O O LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O OFF OFF O O O O O O O O O O O SUF SUF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O SUF O O O O O O O O O O O OFF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O SUF O O O O O O O O O O O O O O O OFF OFF O O O O O O O O O O O
85,20140407somali,"Двое сотрудников Управления ООН по наркотикам и преступности ( UNODC ) застрелены в понедельник , 7 апреля , в аэропорту сомалийского города Галькайо . По данным Agence France-Presse , в результате нападения погибли граждане Франции и Великобритании . Как сообщили в местной полиции , убийство произошло в тот момент , когда сотрудники Объединенных Наций выходили из самолета . По некоторым данным , стрелявший был одет в полицейскую форму . Один из ооновцев скончался в аэропорту , второй умер в больнице , куда был доставлен после инцидента . Специальный представитель ООН в Сомали Николас Кей ( Nicholas Kay ) заявил , что убийствам сотрудников всемирной организации нет оправдания , и потребовал провести тщательное расследование преступления . Представители ООН прибыли в Сомали предположительно для встреч с местными властями . Разговор должен был пойти о неофициальной системе денежных переводов , заменяющих в стране банковскую систему . ",O O O O O O O O O O O O O O O DAT DAT O O LOC LOC LOC LOC O O O O O O O O O O O O O O O O O O O O O CRI O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O SUF SUF O O LOC O O O O O O O O O O O O O O O O O O O O O O O
86,20130406metro,"В субботу около четырех часов дня в петербургском метрополитене на станции « Площадь Мужества » произошла стычка между двумя группами молодых людей примерно по 15 человек с каждой стороны , сообщает « Фонтанка . Ру » . Драка продлилась полторы - две минуты , после чего все участники быстро скрылись . Управление полиции на метрополитене Санкт-Петербурга подтвердило эту информацию , пишет « Интерфакс » . Как отметили в МВД , судя по записям видеокамер , с большой долей вероятности речь идет о заранее запланированной встрече . Так , полицейские обратили внимание , что перед стычкой участники продемонстрировали друг другу , что в руках у них нет оружия , сама драка была на кулаках , в ходе инцидента никакие спецсредства не использовались . Никаких заявлений или телефонограмм из медицинских учреждений по факту драки в полицию пока не поступило . Тем не менее правоохранительные органы уже пытаются установить личности участников инцидента . ",O O O O O O O LOC LOC O LOC O LOC LOC O O O O OFF OFF OFF OFF O O O O O O O O O O O O O O O CRI O O O O O O O O O O O O O O O O O LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
